Geography Id,Type,Name,Variable,Variable Description,Data Collection Period,Data Collection End Date,Sex,Age,Educational Attainment,HS Diploma,College Degree,Population Estimate,Change Rate,Location
0500000US19091,county,"Humboldt County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2011-2015,12/31/2015,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-94.202775 42.782221),0500000US19091-2015-B15001_010E
0500000US19167,county,"Sioux County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2010-2014,12/31/2014,Male,25 to 34 years,Some College - No Degree,Yes,No,385,,POINT (-96.17801 43.082646),0500000US19167-2014-B15001_015E
0500000US19041,county,"Clay County, Iowa",B15001_030E,Male - 45 to 64 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,45 to 64 years,High School Diploma or Equivalent,Yes,No,1102,,POINT (-95.149875 43.081224),0500000US19041-2013-B15001_030E
0500000US19061,county,"Dubuque County, Iowa",B15001_023E,Male - 35 to 44 years - Some college no degree,2008-2012,12/31/2012,Male,35 to 44 years,Some College - No Degree,Yes,No,1240,,POINT (-90.878771 42.463481),0500000US19061-2012-B15001_023E
0500000US19117,county,"Lucas County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2011-2015,12/31/2015,Male,18 to 24 years,Bachelors Degree,Yes,Yes,17,,POINT (-93.331467 41.033344),0500000US19117-2015-B15001_009E
0500000US19173,county,"Taylor County, Iowa",B15001_024E,Male - 35 to 44 years - Associate's degree,2009-2013,12/31/2013,Male,35 to 44 years,Associates Degree,Yes,Yes,47,,POINT (-94.697108 40.737949),0500000US19173-2013-B15001_024E
0500000US19043,county,"Clayton County, Iowa",B15001_017E,Male - 25 to 34 years - Bachelor's degree,2008-2012,12/31/2012,Male,25 to 34 years,Bachelors Degree,Yes,Yes,100,,POINT (-91.323576 42.840985),0500000US19043-2012-B15001_017E
0500000US19175,county,"Union County, Iowa",B15001_025E,Male - 35 to 44 years - Bachelor's degree,2008-2012,12/31/2012,Male,35 to 44 years,Bachelors Degree,Yes,Yes,48,,POINT (-94.245091 41.02855),0500000US19175-2012-B15001_025E
0500000US19141,county,"O'Brien County, Iowa",B15001_018E,Male - 25 to 34 years - Graduate or professional degree,2008-2012,12/31/2012,Male,25 to 34 years,Graduate or Professional Degree,Yes,Yes,57,,POINT (-95.625624 43.083746),0500000US19141-2012-B15001_018E
0500000US19055,county,"Delaware County, Iowa",B15001_026E,Male - 35 to 44 years - Graduate or professional degree,2010-2014,12/31/2014,Male,35 to 44 years,Graduate or Professional Degree,Yes,Yes,40,,POINT (-91.366767 42.472937),0500000US19055-2014-B15001_026E
0500000US19127,county,"Marshall County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2010-2014,12/31/2014,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,424,,POINT (-92.981452 42.041691),0500000US19127-2014-B15001_005E
0500000US19141,county,"O'Brien County, Iowa",B15001_039E,Male - 65 years and over - Some college no degree,2011-2015,12/31/2015,Male,65 years and over,Some College - No Degree,Yes,No,242,,POINT (-95.625624 43.083746),0500000US19141-2015-B15001_039E
0500000US19059,county,"Dickinson County, Iowa",B15001_018E,Male - 25 to 34 years - Graduate or professional degree,2010-2014,12/31/2014,Male,25 to 34 years,Graduate or Professional Degree,Yes,Yes,97,,POINT (-95.196057 43.389611),0500000US19059-2014-B15001_018E
0500000US19181,county,"Warren County, Iowa",B15001_011E,Male - 25 to 34 years,2010-2014,12/31/2014,Male,25 to 34 years,Any,NA,NA,2504,,POINT (-93.568751 41.332446),0500000US19181-2014-B15001_011E
0500000US19145,county,"Page County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2011-2015,12/31/2015,Male,18 to 24 years,Associates Degree,Yes,Yes,28,,POINT (-95.14429 40.73909),0500000US19145-2015-B15001_008E
0500000US19065,county,"Fayette County, Iowa",B15001_014E,Male - 25 to 34 years - High school graduate (includes equivalency),2008-2012,12/31/2012,Male,25 to 34 years,High School Diploma or Equivalent,Yes,No,428,,POINT (-91.840376 42.864122),0500000US19065-2012-B15001_014E
0500000US19121,county,"Madison County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,30,,POINT (-94.015184 41.330622),0500000US19121-2013-B15001_008E
0500000US19061,county,"Dubuque County, Iowa",B15001_031E,Male - 45 to 64 years - Some college no degree,2008-2012,12/31/2012,Male,45 to 64 years,Some College - No Degree,Yes,No,2165,,POINT (-90.878771 42.463481),0500000US19061-2012-B15001_031E
0500000US19187,county,"Webster County, Iowa",B15001_019E,Male - 35 to 44 years,2011-2015,12/31/2015,Male,35 to 44 years,Any,NA,NA,2113,,POINT (-94.175831 42.433579),0500000US19187-2015-B15001_019E
0500000US19181,county,"Warren County, Iowa",B15001_011E,Male - 25 to 34 years,2011-2015,12/31/2015,Male,25 to 34 years,Any,NA,NA,2541,,POINT (-93.568751 41.332446),0500000US19181-2015-B15001_011E
0500000US19075,county,"Grundy County, Iowa",B15001_033E,Male - 45 to 64 years - Bachelor's degree,2010-2014,12/31/2014,Male,45 to 64 years,Bachelors Degree,Yes,Yes,180,,POINT (-92.790261 42.403323),0500000US19075-2014-B15001_033E
0500000US19119,county,"Lyon County, Iowa",B15001_024E,Male - 35 to 44 years - Associate's degree,2011-2015,12/31/2015,Male,35 to 44 years,Associates Degree,Yes,Yes,106,,POINT (-96.207201 43.38358),0500000US19119-2015-B15001_024E
0500000US19071,county,"Fremont County, Iowa",B15001_026E,Male - 35 to 44 years - Graduate or professional degree,2011-2015,12/31/2015,Male,35 to 44 years,Graduate or Professional Degree,Yes,Yes,12,,POINT (-95.599182 40.74259),0500000US19071-2015-B15001_026E
0500000US19093,county,"Ida County, Iowa",B15001_020E,Male - 35 to 44 years - Less than 9th grade,2008-2012,12/31/2012,Male,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-95.507421 42.39186),0500000US19093-2012-B15001_020E
0500000US19177,county,"Van Buren County, Iowa",B15001_041E,Male - 65 years and over - Bachelor's degree,2008-2012,12/31/2012,Male,65 years and over,Bachelors Degree,Yes,Yes,65,,POINT (-91.952943 40.754117),0500000US19177-2012-B15001_041E
0500000US19195,county,"Worth County, Iowa",B15001_029E,Male - 45 to 64 years - 9th to 12th grade no diploma,2010-2014,12/31/2014,Male,45 to 64 years,9th to 12th Grade - No Diploma,No,No,76,,POINT (-93.248533 43.373491),0500000US19195-2014-B15001_029E
0500000US19053,county,"Decatur County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,8,,POINT (-93.78458 40.736379),0500000US19053-2013-B15001_009E
0500000US19125,county,"Marion County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2010-2014,12/31/2014,Male,18 to 24 years,Associates Degree,Yes,Yes,108,,POINT (-93.093849 41.331455),0500000US19125-2014-B15001_008E
0500000US19085,county,"Harrison County, Iowa",B15001_007E,Male - 18 to 24 years - Some college no degree,2009-2013,12/31/2013,Male,18 to 24 years,Some College - No Degree,Yes,No,120,,POINT (-95.827149 41.688584),0500000US19085-2013-B15001_007E
0500000US19163,county,"Scott County, Iowa",B15001_002E,Male,2009-2013,12/31/2013,Male,All,Any,NA,NA,61095,,POINT (-90.622289 41.642079),0500000US19163-2013-B15001_002E
0500000US19045,county,"Clinton County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2008-2012,12/31/2012,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,250,,POINT (-90.534243 41.898073),0500000US19045-2012-B15001_005E
0500000US19113,county,"Linn County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2008-2012,12/31/2012,Male,18 to 24 years,Associates Degree,Yes,Yes,682,,POINT (-91.597674 42.077951),0500000US19113-2012-B15001_008E
0500000US19143,county,"Osceola County, Iowa",B15001_007E,Male - 18 to 24 years - Some college no degree,2008-2012,12/31/2012,Male,18 to 24 years,Some College - No Degree,Yes,No,79,,POINT (-95.633788 43.378542),0500000US19143-2012-B15001_007E
0500000US19155,county,"Pottawattamie County, Iowa",B15001_035E,Male - 65 years and over,2010-2014,12/31/2014,Male,65 years and over,Any,NA,NA,5903,,POINT (-95.544905 41.340184),0500000US19155-2014-B15001_035E
0500000US19131,county,"Mitchell County, Iowa",B15001_002E,Male,2011-2015,12/31/2015,Male,All,Any,NA,NA,3960,,POINT (-92.784466 43.348564),0500000US19131-2015-B15001_002E
0500000US19099,county,"Jasper County, Iowa",B15001_024E,Male - 35 to 44 years - Associate's degree,2008-2012,12/31/2012,Male,35 to 44 years,Associates Degree,Yes,Yes,260,,POINT (-93.054147 41.685551),0500000US19099-2012-B15001_024E
0500000US19155,county,"Pottawattamie County, Iowa",B15001_024E,Male - 35 to 44 years - Associate's degree,2009-2013,12/31/2013,Male,35 to 44 years,Associates Degree,Yes,Yes,670,,POINT (-95.544905 41.340184),0500000US19155-2013-B15001_024E
0500000US19083,county,"Hardin County, Iowa",B15001_041E,Male - 65 years and over - Bachelor's degree,2009-2013,12/31/2013,Male,65 years and over,Bachelors Degree,Yes,Yes,182,,POINT (-93.241669 42.390208),0500000US19083-2013-B15001_041E
0500000US19111,county,"Lee County, Iowa",B15001_002E,Male,2009-2013,12/31/2013,Male,All,Any,NA,NA,13994,,POINT (-91.477157 40.647588),0500000US19111-2013-B15001_002E
0500000US19011,county,"Benton County, Iowa",B15001_032E,Male - 45 to 64 years - Associate's degree,2011-2015,12/31/2015,Male,45 to 64 years,Associates Degree,Yes,Yes,423,,POINT (-92.05763 42.092547),0500000US19011-2015-B15001_032E
0500000US19091,county,"Humboldt County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2008-2012,12/31/2012,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,53,,POINT (-94.202775 42.782221),0500000US19091-2012-B15001_005E
0400000US19,state,Iowa,B15001_041E,Male - 65 years and over - Bachelor's degree,2009-2013,12/31/2013,Male,65 years and over,Bachelors Degree,Yes,Yes,22871,,POINT (-93.4933473 42.0700243),0400000US19-2013-B15001_041E
0500000US19007,county,"Appanoose County, Iowa",B15001_041E,Male - 65 years and over - Bachelor's degree,2008-2012,12/31/2012,Male,65 years and over,Bachelors Degree,Yes,Yes,107,,POINT (-92.873061 40.744296),0500000US19007-2012-B15001_041E
0500000US19045,county,"Clinton County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2009-2013,12/31/2013,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-90.534243 41.898073),0500000US19045-2013-B15001_010E
0500000US19141,county,"O'Brien County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2010-2014,12/31/2014,Male,18 to 24 years,Associates Degree,Yes,Yes,9,,POINT (-95.625624 43.083746),0500000US19141-2014-B15001_008E
0500000US19185,county,"Wayne County, Iowa",B15001_029E,Male - 45 to 64 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,45 to 64 years,9th to 12th Grade - No Diploma,No,No,55,,POINT (-93.332613 40.739983),0500000US19185-2013-B15001_029E
0500000US19051,county,"Davis County, Iowa",B15001_018E,Male - 25 to 34 years - Graduate or professional degree,2010-2014,12/31/2014,Male,25 to 34 years,Graduate or Professional Degree,Yes,Yes,5,,POINT (-92.410345 40.748089),0500000US19051-2014-B15001_018E
0500000US19049,county,"Dallas County, Iowa",B15001_003E,Male - 18 to 24 years,2012-2016,12/31/2016,Male,18 to 24 years,Any,NA,NA,2504,,POINT (-94.040707 41.685321),0500000US19049-2016-B15001_003E
0500000US19035,county,"Cherokee County, Iowa",B15001_035E,Male - 65 years and over,2008-2012,12/31/2012,Male,65 years and over,Any,NA,NA,1093,,POINT (-95.633262 42.742737),0500000US19035-2012-B15001_035E
0500000US19167,county,"Sioux County, Iowa",B15001_030E,Male - 45 to 64 years - High school graduate (includes equivalency),2008-2012,12/31/2012,Male,45 to 64 years,High School Diploma or Equivalent,Yes,No,1490,,POINT (-96.17801 43.082646),0500000US19167-2012-B15001_030E
0500000US19175,county,"Union County, Iowa",B15001_023E,Male - 35 to 44 years - Some college no degree,2010-2014,12/31/2014,Male,35 to 44 years,Some College - No Degree,Yes,No,298,,POINT (-94.245091 41.02855),0500000US19175-2014-B15001_023E
0400000US19,state,Iowa,B15001_056E,Female - 25 to 34 years - Some college no degree,2015-2019,12/31/2019,Female,25 to 34 years,Some College - No Degree,Yes,No,42533,-0.03,POINT (-93.4933473 42.0700243),0400000US19-2019-B15001_056E
0500000US19047,county,"Crawford County, Iowa",B15001_014E,Male - 25 to 34 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,25 to 34 years,High School Diploma or Equivalent,Yes,No,269,,POINT (-95.38909 42.043119),0500000US19047-2013-B15001_014E
0500000US19111,county,"Lee County, Iowa",B15001_023E,Male - 35 to 44 years - Some college no degree,2011-2015,12/31/2015,Male,35 to 44 years,Some College - No Degree,Yes,No,545,,POINT (-91.477157 40.647588),0500000US19111-2015-B15001_023E
0500000US19137,county,"Montgomery County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2008-2012,12/31/2012,Male,18 to 24 years,Associates Degree,Yes,Yes,23,,POINT (-95.15779 41.021735),0500000US19137-2012-B15001_008E
0500000US19063,county,"Emmet County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2010-2014,12/31/2014,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,55,,POINT (-94.66937 43.377984),0500000US19063-2014-B15001_013E
0500000US19107,county,"Keokuk County, Iowa",B15001_014E,Male - 25 to 34 years - High school graduate (includes equivalency),2010-2014,12/31/2014,Male,25 to 34 years,High School Diploma or Equivalent,Yes,No,209,,POINT (-92.167721 41.331182),0500000US19107-2014-B15001_014E
0500000US19077,county,"Guthrie County, Iowa",B15001_001E,Total,2008-2012,12/31/2012,Both,All,Any,NA,NA,8350,,POINT (-94.501272 41.683573),0500000US19077-2012-B15001_001E
0500000US19181,county,"Warren County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2010-2014,12/31/2014,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,10,,POINT (-93.568751 41.332446),0500000US19181-2014-B15001_010E
0500000US19165,county,"Shelby County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2008-2012,12/31/2012,Male,25 to 34 years,Less than 9th Grade,No,No,33,,POINT (-95.308917 41.679014),0500000US19165-2012-B15001_012E
0500000US19031,county,"Cedar County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2010-2014,12/31/2014,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,52,,POINT (-91.132611 41.77236),0500000US19031-2014-B15001_013E
0500000US19033,county,"Cerro Gordo County, Iowa",B15001_036E,Male - 65 years and over - Less than 9th grade,2008-2012,12/31/2012,Male,65 years and over,Less than 9th Grade,No,No,219,,POINT (-93.250965 43.074975),0500000US19033-2012-B15001_036E
0500000US19161,county,"Sac County, Iowa",B15001_003E,Male - 18 to 24 years,2008-2012,12/31/2012,Male,18 to 24 years,Any,NA,NA,332,,POINT (-95.105224 42.387526),0500000US19161-2012-B15001_003E
0500000US19111,county,"Lee County, Iowa",B15001_011E,Male - 25 to 34 years,2008-2012,12/31/2012,Male,25 to 34 years,Any,NA,NA,2241,,POINT (-91.477157 40.647588),0500000US19111-2012-B15001_011E
0500000US19175,county,"Union County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2014-2018,12/31/2018,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-94.245091 41.02855),0500000US19175-2018-B15001_010E
0500000US19125,county,"Marion County, Iowa",B15001_023E,Male - 35 to 44 years - Some college no degree,2015-2019,12/31/2019,Male,35 to 44 years,Some College - No Degree,Yes,No,376,-0.30,POINT (-93.093849 41.331455),0500000US19125-2019-B15001_023E
0500000US19143,county,"Osceola County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2014-2018,12/31/2018,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,49,1.72,POINT (-95.633788 43.378542),0500000US19143-2018-B15001_013E
0500000US19189,county,"Winnebago County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2015-2019,12/31/2019,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,23,-0.15,POINT (-93.743488 43.378124),0500000US19189-2019-B15001_013E
0500000US19191,county,"Winneshiek County, Iowa",B15001_003E,Male - 18 to 24 years,2016-2020,12/31/2020,Male,18 to 24 years,Any,NA,NA,1460,-0.09,POINT (-91.850788 43.292989),0500000US19191-2020-B15001_003E
0500000US19145,county,"Page County, Iowa",B15001_014E,Male - 25 to 34 years - High school graduate (includes equivalency),2014-2018,12/31/2018,Male,25 to 34 years,High School Diploma or Equivalent,Yes,No,403,0.77,POINT (-95.14429 40.73909),0500000US19145-2018-B15001_014E
0500000US19129,county,"Mills County, Iowa",B15001_034E,Male - 45 to 64 years - Graduate or professional degree,2014-2018,12/31/2018,Male,45 to 64 years,Graduate or Professional Degree,Yes,Yes,159,-0.24,POINT (-95.619101 41.033703),0500000US19129-2018-B15001_034E
0500000US19125,county,"Marion County, Iowa",B15001_039E,Male - 65 years and over - Some college no degree,2013-2017,12/31/2017,Male,65 years and over,Some College - No Degree,Yes,No,445,0.25,POINT (-93.093849 41.331455),0500000US19125-2017-B15001_039E
0500000US19109,county,"Kossuth County, Iowa",B15001_034E,Male - 45 to 64 years - Graduate or professional degree,2012-2016,12/31/2016,Male,45 to 64 years,Graduate or Professional Degree,Yes,Yes,115,,POINT (-94.213983 43.212478),0500000US19109-2016-B15001_034E
0500000US19085,county,"Harrison County, Iowa",B15001_019E,Male - 35 to 44 years,2013-2017,12/31/2017,Male,35 to 44 years,Any,NA,NA,804,-0.12,POINT (-95.827149 41.688584),0500000US19085-2017-B15001_019E
0500000US19025,county,"Calhoun County, Iowa",B15001_028E,Male - 45 to 64 years - Less than 9th grade,2014-2018,12/31/2018,Male,45 to 64 years,Less than 9th Grade,No,No,9,-0.82,POINT (-94.643683 42.38617),0500000US19025-2018-B15001_028E
0500000US19121,county,"Madison County, Iowa",B15001_042E,Male - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Male,65 years and over,Graduate or Professional Degree,Yes,Yes,69,,POINT (-94.015184 41.330622),0500000US19121-2016-B15001_042E
