Date of Crash,Crash Severity,Crashes
07/14/2014,Fatal,2
07/14/2014,Major Injury,3
07/14/2014,Minor Injury,11
07/14/2014,Property Damage Only,92
07/14/2014,Possible/Unknown,24
07/15/2014,Possible/Unknown,15
07/15/2014,Property Damage Only,73
07/15/2014,Minor Injury,9
07/15/2014,Major Injury,3
07/16/2014,Major Injury,1
07/16/2014,Minor Injury,13
07/16/2014,Property Damage Only,98
07/16/2014,Fatal,2
07/16/2014,Possible/Unknown,18
07/17/2014,Possible/Unknown,21
07/17/2014,Minor Injury,13
07/17/2014,Major Injury,6
07/17/2014,Property Damage Only,86
07/18/2014,Minor Injury,16
07/18/2014,Possible/Unknown,26
07/18/2014,Property Damage Only,73
07/18/2014,Major Injury,6
07/19/2014,Property Damage Only,73
07/19/2014,Fatal,1
07/19/2014,Minor Injury,12
07/19/2014,Major Injury,1
07/19/2014,Possible/Unknown,17
07/20/2014,Property Damage Only,54
07/20/2014,Major Injury,8
07/20/2014,Minor Injury,13
07/20/2014,Possible/Unknown,11
07/21/2014,Property Damage Only,98
07/21/2014,Possible/Unknown,17
07/21/2014,Major Injury,1
07/21/2014,Minor Injury,6
07/22/2014,Property Damage Only,77
07/22/2014,Major Injury,2
07/22/2014,Possible/Unknown,18
07/22/2014,Minor Injury,8
07/23/2014,Fatal,1
07/23/2014,Major Injury,10
07/23/2014,Possible/Unknown,19
07/23/2014,Minor Injury,18
07/23/2014,Property Damage Only,74
07/24/2014,Minor Injury,8
07/24/2014,Possible/Unknown,15
07/24/2014,Property Damage Only,94
07/24/2014,Fatal,1
07/25/2014,Minor Injury,15
07/25/2014,Major Injury,8
07/25/2014,Fatal,1
07/25/2014,Property Damage Only,107
07/25/2014,Possible/Unknown,35
07/26/2014,Minor Injury,8
07/26/2014,Property Damage Only,79
07/26/2014,Fatal,1
07/26/2014,Major Injury,9
07/26/2014,Possible/Unknown,19
07/27/2014,Property Damage Only,62
07/27/2014,Major Injury,4
07/27/2014,Possible/Unknown,12
07/27/2014,Fatal,1
07/27/2014,Minor Injury,14
07/28/2014,Possible/Unknown,18
07/28/2014,Minor Injury,11
07/28/2014,Property Damage Only,90
07/28/2014,Major Injury,3
07/29/2014,Property Damage Only,74
07/29/2014,Minor Injury,18
07/29/2014,Major Injury,6
07/29/2014,Possible/Unknown,33
07/30/2014,Major Injury,3
07/30/2014,Possible/Unknown,31
07/30/2014,Property Damage Only,68
07/30/2014,Fatal,2
07/30/2014,Minor Injury,14
07/31/2014,Minor Injury,19
07/31/2014,Major Injury,3
07/31/2014,Possible/Unknown,26
07/31/2014,Property Damage Only,91
08/01/2014,Possible/Unknown,21
08/01/2014,Property Damage Only,110
08/01/2014,Fatal,2
08/01/2014,Major Injury,3
08/01/2014,Minor Injury,14
08/02/2014,Fatal,3
08/02/2014,Property Damage Only,70
08/02/2014,Possible/Unknown,13
08/02/2014,Minor Injury,25
08/02/2014,Major Injury,4
08/03/2014,Possible/Unknown,13
08/03/2014,Minor Injury,16
08/03/2014,Fatal,1
08/03/2014,Property Damage Only,59
08/03/2014,Major Injury,5
08/04/2014,Major Injury,7
08/04/2014,Possible/Unknown,24
08/04/2014,Fatal,2
08/04/2014,Property Damage Only,90
08/04/2014,Minor Injury,11
08/05/2014,Possible/Unknown,22
08/05/2014,Major Injury,6
08/05/2014,Property Damage Only,56
08/05/2014,Minor Injury,10
08/06/2014,Major Injury,1
08/06/2014,Fatal,1
08/06/2014,Property Damage Only,92
08/06/2014,Possible/Unknown,26
08/06/2014,Minor Injury,13
08/07/2014,Property Damage Only,96
08/07/2014,Minor Injury,7
08/07/2014,Possible/Unknown,21
08/07/2014,Major Injury,5
08/08/2014,Major Injury,4
08/08/2014,Possible/Unknown,22
08/08/2014,Property Damage Only,96
08/08/2014,Minor Injury,11
08/09/2014,Fatal,2
08/09/2014,Major Injury,5
08/09/2014,Minor Injury,9
08/09/2014,Property Damage Only,67
08/09/2014,Possible/Unknown,16
08/10/2014,Fatal,1
08/10/2014,Major Injury,2
08/10/2014,Property Damage Only,61
08/10/2014,Minor Injury,8
08/10/2014,Possible/Unknown,18
08/11/2014,Minor Injury,18
08/11/2014,Major Injury,4
08/11/2014,Fatal,1
08/11/2014,Possible/Unknown,24
08/11/2014,Property Damage Only,78
08/12/2014,Major Injury,2
08/12/2014,Minor Injury,13
08/12/2014,Possible/Unknown,18
08/12/2014,Fatal,1
08/12/2014,Property Damage Only,111
08/13/2014,Property Damage Only,97
08/13/2014,Possible/Unknown,18
08/13/2014,Major Injury,5
08/13/2014,Fatal,1
08/13/2014,Minor Injury,14
08/14/2014,Property Damage Only,77
08/14/2014,Possible/Unknown,20
08/14/2014,Minor Injury,15
08/14/2014,Fatal,3
08/14/2014,Major Injury,5
08/15/2014,Property Damage Only,97
08/15/2014,Minor Injury,11
08/15/2014,Major Injury,3
08/15/2014,Possible/Unknown,23
08/16/2014,Possible/Unknown,15
08/16/2014,Minor Injury,11
08/16/2014,Property Damage Only,58
08/16/2014,Fatal,2
08/16/2014,Major Injury,7
08/17/2014,Major Injury,2
08/17/2014,Possible/Unknown,15
08/17/2014,Property Damage Only,68
08/17/2014,Minor Injury,13
08/18/2014,Minor Injury,13
08/18/2014,Possible/Unknown,22
08/18/2014,Major Injury,6
08/18/2014,Property Damage Only,76
08/18/2014,Fatal,1
08/19/2014,Major Injury,5
08/19/2014,Fatal,1
08/19/2014,Possible/Unknown,27
08/19/2014,Minor Injury,14
08/19/2014,Property Damage Only,86
08/20/2014,Possible/Unknown,27
08/20/2014,Fatal,1
08/20/2014,Minor Injury,10
08/20/2014,Property Damage Only,101
08/20/2014,Major Injury,4
08/21/2014,Possible/Unknown,23
08/21/2014,Property Damage Only,105
08/21/2014,Major Injury,3
08/21/2014,Minor Injury,17
08/22/2014,Minor Injury,12
08/22/2014,Property Damage Only,99
08/22/2014,Fatal,2
08/22/2014,Major Injury,2
08/22/2014,Possible/Unknown,27
08/23/2014,Fatal,1
08/23/2014,Major Injury,4
08/23/2014,Possible/Unknown,18
08/23/2014,Property Damage Only,74
08/23/2014,Minor Injury,15
08/24/2014,Major Injury,4
08/24/2014,Possible/Unknown,12
08/24/2014,Property Damage Only,49
08/24/2014,Minor Injury,14
08/25/2014,Minor Injury,20
08/25/2014,Property Damage Only,72
08/25/2014,Fatal,1
08/25/2014,Possible/Unknown,22
08/25/2014,Major Injury,3
08/26/2014,Minor Injury,12
08/26/2014,Major Injury,3
08/26/2014,Property Damage Only,73
08/26/2014,Fatal,1
08/26/2014,Possible/Unknown,27
08/27/2014,Minor Injury,10
08/27/2014,Property Damage Only,81
08/27/2014,Possible/Unknown,22
08/27/2014,Major Injury,3
08/28/2014,Property Damage Only,104
08/28/2014,Minor Injury,14
08/28/2014,Major Injury,5
08/28/2014,Possible/Unknown,17
08/29/2014,Major Injury,5
08/29/2014,Property Damage Only,138
08/29/2014,Fatal,1
08/29/2014,Possible/Unknown,36
08/29/2014,Minor Injury,10
08/30/2014,Fatal,1
08/30/2014,Property Damage Only,81
08/30/2014,Minor Injury,13
08/30/2014,Major Injury,7
08/30/2014,Possible/Unknown,15
08/31/2014,Minor Injury,12
08/31/2014,Fatal,1
08/31/2014,Major Injury,9
08/31/2014,Property Damage Only,76
08/31/2014,Possible/Unknown,18
09/01/2014,Possible/Unknown,18
09/01/2014,Fatal,2
09/01/2014,Property Damage Only,57
09/01/2014,Minor Injury,10
09/01/2014,Major Injury,3
09/02/2014,Fatal,2
09/02/2014,Major Injury,4
09/02/2014,Property Damage Only,102
09/02/2014,Possible/Unknown,33
09/02/2014,Minor Injury,17
09/03/2014,Property Damage Only,80
09/03/2014,Minor Injury,13
09/03/2014,Major Injury,3
09/03/2014,Possible/Unknown,23
09/04/2014,Fatal,2
09/04/2014,Minor Injury,15
09/04/2014,Property Damage Only,103
09/04/2014,Possible/Unknown,22
09/04/2014,Major Injury,6
09/05/2014,Possible/Unknown,23
09/05/2014,Property Damage Only,95
09/05/2014,Minor Injury,14
09/05/2014,Fatal,2
09/05/2014,Major Injury,6
09/06/2014,Property Damage Only,85
09/06/2014,Possible/Unknown,18
09/06/2014,Major Injury,7
09/06/2014,Minor Injury,14
09/07/2014,Fatal,2
09/07/2014,Minor Injury,11
09/07/2014,Property Damage Only,61
09/07/2014,Possible/Unknown,14
09/07/2014,Major Injury,3
09/08/2014,Possible/Unknown,22
09/08/2014,Property Damage Only,109
09/08/2014,Minor Injury,7
09/08/2014,Major Injury,2
09/09/2014,Property Damage Only,104
09/09/2014,Major Injury,1
09/09/2014,Minor Injury,18
09/09/2014,Possible/Unknown,21
09/10/2014,Minor Injury,11
09/10/2014,Possible/Unknown,24
09/10/2014,Major Injury,3
09/10/2014,Property Damage Only,83
09/10/2014,Fatal,1
09/11/2014,Minor Injury,5
09/11/2014,Possible/Unknown,17
09/11/2014,Major Injury,3
09/11/2014,Fatal,1
09/11/2014,Property Damage Only,80
09/12/2014,Possible/Unknown,26
09/12/2014,Major Injury,3
09/12/2014,Minor Injury,14
09/12/2014,Property Damage Only,147
09/13/2014,Minor Injury,15
09/13/2014,Possible/Unknown,19
09/13/2014,Fatal,1
09/13/2014,Property Damage Only,91
09/13/2014,Major Injury,1
09/14/2014,Property Damage Only,71
09/14/2014,Fatal,1
09/14/2014,Major Injury,4
09/14/2014,Minor Injury,13
09/14/2014,Possible/Unknown,15
09/15/2014,Property Damage Only,84
09/15/2014,Fatal,1
09/15/2014,Major Injury,3
09/15/2014,Possible/Unknown,19
09/15/2014,Minor Injury,12
09/16/2014,Minor Injury,15
09/16/2014,Possible/Unknown,25
09/16/2014,Property Damage Only,120
09/16/2014,Major Injury,8
09/17/2014,Property Damage Only,93
09/17/2014,Fatal,1
09/17/2014,Major Injury,2
09/17/2014,Possible/Unknown,19
09/17/2014,Minor Injury,11
09/18/2014,Property Damage Only,99
09/18/2014,Major Injury,8
09/18/2014,Possible/Unknown,24
09/18/2014,Minor Injury,18
09/18/2014,Fatal,3
09/19/2014,Major Injury,5
09/19/2014,Minor Injury,21
09/19/2014,Possible/Unknown,17
09/19/2014,Property Damage Only,115
09/19/2014,Fatal,2
09/20/2014,Fatal,1
09/20/2014,Possible/Unknown,20
09/20/2014,Property Damage Only,97
09/20/2014,Minor Injury,13
09/20/2014,Major Injury,3
09/21/2014,Possible/Unknown,22
09/21/2014,Property Damage Only,72
09/21/2014,Major Injury,3
09/21/2014,Minor Injury,11
09/22/2014,Major Injury,3
09/22/2014,Possible/Unknown,31
09/22/2014,Fatal,3
09/22/2014,Minor Injury,17
09/22/2014,Property Damage Only,132
09/23/2014,Possible/Unknown,32
09/23/2014,Major Injury,2
09/23/2014,Minor Injury,14
09/23/2014,Property Damage Only,84
09/24/2014,Property Damage Only,86
09/24/2014,Possible/Unknown,19
09/24/2014,Minor Injury,18
09/24/2014,Major Injury,2
09/25/2014,Property Damage Only,94
09/25/2014,Fatal,2
09/25/2014,Possible/Unknown,24
09/25/2014,Major Injury,8
09/25/2014,Minor Injury,21
09/26/2014,Property Damage Only,130
09/26/2014,Major Injury,3
09/26/2014,Possible/Unknown,31
09/26/2014,Minor Injury,9
09/27/2014,Major Injury,6
09/27/2014,Minor Injury,18
09/27/2014,Property Damage Only,90
09/27/2014,Possible/Unknown,27
09/28/2014,Possible/Unknown,18
09/28/2014,Minor Injury,17
09/28/2014,Property Damage Only,60
09/28/2014,Major Injury,4
09/28/2014,Fatal,2
09/29/2014,Fatal,2
09/29/2014,Minor Injury,7
09/29/2014,Property Damage Only,106
09/29/2014,Possible/Unknown,23
09/29/2014,Major Injury,3
09/30/2014,Property Damage Only,90
09/30/2014,Major Injury,2
09/30/2014,Possible/Unknown,27
09/30/2014,Minor Injury,7
10/01/2014,Fatal,2
10/01/2014,Major Injury,1
10/01/2014,Property Damage Only,97
10/01/2014,Minor Injury,13
10/01/2014,Possible/Unknown,18
10/02/2014,Property Damage Only,116
10/02/2014,Major Injury,4
10/02/2014,Possible/Unknown,34
10/02/2014,Minor Injury,14
10/03/2014,Possible/Unknown,26
10/03/2014,Property Damage Only,119
10/03/2014,Minor Injury,9
10/04/2014,Property Damage Only,85
10/04/2014,Major Injury,4
10/04/2014,Minor Injury,4
10/04/2014,Possible/Unknown,17
10/05/2014,Minor Injury,8
10/05/2014,Property Damage Only,70
10/05/2014,Major Injury,6
10/05/2014,Possible/Unknown,17
10/06/2014,Property Damage Only,106
10/06/2014,Minor Injury,12
10/06/2014,Major Injury,3
10/06/2014,Possible/Unknown,27
10/07/2014,Property Damage Only,80
10/07/2014,Minor Injury,14
10/07/2014,Major Injury,2
10/07/2014,Possible/Unknown,22
10/07/2014,Fatal,1
10/08/2014,Minor Injury,13
10/08/2014,Fatal,2
10/08/2014,Major Injury,4
10/08/2014,Possible/Unknown,21
10/08/2014,Property Damage Only,95
10/09/2014,Possible/Unknown,17
10/09/2014,Major Injury,2
10/09/2014,Property Damage Only,106
10/09/2014,Minor Injury,8
10/10/2014,Major Injury,7
10/10/2014,Minor Injury,9
10/10/2014,Property Damage Only,144
10/10/2014,Possible/Unknown,36
10/10/2014,Fatal,1
10/11/2014,Minor Injury,13
10/11/2014,Fatal,1
10/11/2014,Property Damage Only,93
10/11/2014,Major Injury,1
10/11/2014,Possible/Unknown,29
10/12/2014,Fatal,1
10/12/2014,Major Injury,1
10/12/2014,Property Damage Only,87
10/12/2014,Possible/Unknown,16
10/12/2014,Minor Injury,12
10/13/2014,Possible/Unknown,28
10/13/2014,Major Injury,2
10/13/2014,Property Damage Only,140
10/13/2014,Minor Injury,14
10/14/2014,Property Damage Only,117
10/14/2014,Possible/Unknown,29
10/14/2014,Minor Injury,12
10/14/2014,Major Injury,7
10/15/2014,Possible/Unknown,24
10/15/2014,Major Injury,2
10/15/2014,Property Damage Only,101
10/15/2014,Minor Injury,10
10/16/2014,Minor Injury,18
10/16/2014,Fatal,2
10/16/2014,Major Injury,6
10/16/2014,Possible/Unknown,22
10/16/2014,Property Damage Only,117
10/17/2014,Possible/Unknown,24
10/17/2014,Fatal,2
10/17/2014,Major Injury,3
10/17/2014,Minor Injury,19
10/17/2014,Property Damage Only,122
10/18/2014,Fatal,1
10/18/2014,Property Damage Only,87
10/18/2014,Possible/Unknown,24
10/18/2014,Minor Injury,13
10/18/2014,Major Injury,3
10/19/2014,Fatal,1
10/19/2014,Minor Injury,7
10/19/2014,Possible/Unknown,21
10/19/2014,Major Injury,2
10/19/2014,Property Damage Only,75
10/20/2014,Major Injury,3
10/20/2014,Minor Injury,10
10/20/2014,Property Damage Only,103
10/20/2014,Possible/Unknown,37
10/21/2014,Property Damage Only,98
10/21/2014,Fatal,2
10/21/2014,Minor Injury,19
10/21/2014,Possible/Unknown,25
10/22/2014,Minor Injury,14
10/22/2014,Possible/Unknown,26
10/22/2014,Fatal,3
10/22/2014,Property Damage Only,109
10/22/2014,Major Injury,3
10/23/2014,Property Damage Only,146
10/23/2014,Minor Injury,15
10/23/2014,Possible/Unknown,36
10/23/2014,Major Injury,3
10/24/2014,Minor Injury,16
10/24/2014,Major Injury,7
10/24/2014,Property Damage Only,122
10/24/2014,Possible/Unknown,32
10/25/2014,Fatal,3
10/25/2014,Property Damage Only,115
10/25/2014,Minor Injury,14
10/25/2014,Major Injury,9
10/25/2014,Possible/Unknown,29
10/26/2014,Minor Injury,13
10/26/2014,Property Damage Only,103
10/26/2014,Possible/Unknown,16
10/26/2014,Fatal,1
10/26/2014,Major Injury,5
10/27/2014,Major Injury,4
10/27/2014,Possible/Unknown,21
10/27/2014,Fatal,1
10/27/2014,Property Damage Only,121
10/27/2014,Minor Injury,12
10/28/2014,Minor Injury,5
10/28/2014,Possible/Unknown,13
10/28/2014,Property Damage Only,116
10/28/2014,Major Injury,1
10/29/2014,Possible/Unknown,22
10/29/2014,Property Damage Only,125
10/29/2014,Fatal,2
10/29/2014,Major Injury,4
10/29/2014,Minor Injury,12
10/30/2014,Possible/Unknown,28
10/30/2014,Fatal,2
10/30/2014,Major Injury,2
10/30/2014,Property Damage Only,141
10/30/2014,Minor Injury,21
10/31/2014,Property Damage Only,157
10/31/2014,Minor Injury,18
10/31/2014,Major Injury,5
10/31/2014,Fatal,2
10/31/2014,Possible/Unknown,21
11/01/2014,Major Injury,2
11/01/2014,Minor Injury,17
11/01/2014,Property Damage Only,137
11/01/2014,Possible/Unknown,22
11/01/2014,Fatal,3
11/02/2014,Fatal,1
11/02/2014,Property Damage Only,95
11/02/2014,Major Injury,3
11/02/2014,Minor Injury,10
11/02/2014,Possible/Unknown,12
11/03/2014,Minor Injury,9
11/03/2014,Major Injury,3
11/03/2014,Property Damage Only,136
11/03/2014,Fatal,3
11/03/2014,Possible/Unknown,20
11/04/2014,Fatal,1
11/04/2014,Possible/Unknown,28
11/04/2014,Property Damage Only,150
11/04/2014,Minor Injury,6
11/05/2014,Minor Injury,11
11/05/2014,Property Damage Only,147
11/05/2014,Major Injury,5
11/05/2014,Possible/Unknown,22
11/05/2014,Fatal,4
11/06/2014,Possible/Unknown,32
11/06/2014,Major Injury,3
11/06/2014,Minor Injury,12
11/06/2014,Property Damage Only,141
11/07/2014,Property Damage Only,200
11/07/2014,Possible/Unknown,24
11/07/2014,Major Injury,1
11/07/2014,Minor Injury,7
11/08/2014,Fatal,1
11/08/2014,Possible/Unknown,14
11/08/2014,Major Injury,5
11/08/2014,Minor Injury,23
11/08/2014,Property Damage Only,128
11/09/2014,Possible/Unknown,15
11/09/2014,Property Damage Only,107
11/09/2014,Fatal,1
11/09/2014,Minor Injury,13
11/09/2014,Major Injury,3
11/10/2014,Possible/Unknown,24
11/10/2014,Major Injury,1
11/10/2014,Property Damage Only,147
11/10/2014,Fatal,1
11/10/2014,Minor Injury,14
11/11/2014,Possible/Unknown,30
11/11/2014,Major Injury,3
11/11/2014,Minor Injury,18
11/11/2014,Property Damage Only,208
11/12/2014,Minor Injury,9
11/12/2014,Property Damage Only,128
11/12/2014,Possible/Unknown,14
11/12/2014,Fatal,1
11/12/2014,Major Injury,4
11/13/2014,Possible/Unknown,28
11/13/2014,Fatal,2
11/13/2014,Minor Injury,12
11/13/2014,Property Damage Only,133
11/14/2014,Fatal,1
11/14/2014,Major Injury,3
11/14/2014,Possible/Unknown,29
11/14/2014,Property Damage Only,183
11/14/2014,Minor Injury,18
11/15/2014,Minor Injury,50
11/15/2014,Fatal,5
11/15/2014,Property Damage Only,476
11/15/2014,Possible/Unknown,78
11/15/2014,Major Injury,14
11/16/2014,Fatal,1
11/16/2014,Major Injury,1
11/16/2014,Minor Injury,8
11/16/2014,Possible/Unknown,12
11/16/2014,Property Damage Only,132
11/17/2014,Minor Injury,11
11/17/2014,Property Damage Only,146
11/17/2014,Possible/Unknown,25
11/18/2014,Possible/Unknown,17
11/18/2014,Minor Injury,12
11/18/2014,Property Damage Only,154
11/18/2014,Fatal,1
11/18/2014,Major Injury,1
11/19/2014,Minor Injury,9
11/19/2014,Possible/Unknown,22
11/19/2014,Major Injury,4
11/19/2014,Property Damage Only,136
11/20/2014,Minor Injury,11
11/20/2014,Fatal,1
11/20/2014,Possible/Unknown,25
11/20/2014,Major Injury,3
11/20/2014,Property Damage Only,128
11/21/2014,Fatal,2
11/21/2014,Property Damage Only,195
11/21/2014,Major Injury,5
11/21/2014,Minor Injury,16
11/21/2014,Possible/Unknown,28
11/22/2014,Fatal,5
11/22/2014,Possible/Unknown,23
11/22/2014,Major Injury,4
11/22/2014,Property Damage Only,99
11/22/2014,Minor Injury,10
11/23/2014,Possible/Unknown,9
11/23/2014,Property Damage Only,80
11/23/2014,Minor Injury,8
11/24/2014,Major Injury,5
11/24/2014,Minor Injury,22
11/24/2014,Fatal,2
11/24/2014,Property Damage Only,197
11/24/2014,Possible/Unknown,32
11/25/2014,Property Damage Only,120
11/25/2014,Major Injury,3
11/25/2014,Possible/Unknown,28
11/25/2014,Minor Injury,15
11/26/2014,Minor Injury,29
11/26/2014,Major Injury,6
11/26/2014,Possible/Unknown,60
11/26/2014,Property Damage Only,368
11/27/2014,Possible/Unknown,16
11/27/2014,Minor Injury,6
11/27/2014,Property Damage Only,102
11/27/2014,Major Injury,1
11/28/2014,Minor Injury,15
11/28/2014,Property Damage Only,116
11/28/2014,Major Injury,4
11/28/2014,Possible/Unknown,16
11/29/2014,Minor Injury,10
11/29/2014,Major Injury,4
11/29/2014,Property Damage Only,113
11/29/2014,Possible/Unknown,18
11/30/2014,Property Damage Only,66
11/30/2014,Possible/Unknown,15
11/30/2014,Fatal,2
11/30/2014,Major Injury,3
11/30/2014,Minor Injury,7
12/01/2014,Major Injury,1
12/01/2014,Minor Injury,6
12/01/2014,Property Damage Only,105
12/01/2014,Possible/Unknown,12
12/01/2014,Fatal,1
12/02/2014,Minor Injury,12
12/02/2014,Property Damage Only,101
12/02/2014,Major Injury,6
12/02/2014,Possible/Unknown,20
12/03/2014,Major Injury,5
12/03/2014,Property Damage Only,99
12/03/2014,Minor Injury,7
12/03/2014,Possible/Unknown,12
12/04/2014,Major Injury,4
12/04/2014,Fatal,1
12/04/2014,Possible/Unknown,18
12/04/2014,Minor Injury,7
12/04/2014,Property Damage Only,101
12/05/2014,Minor Injury,15
12/05/2014,Possible/Unknown,30
12/05/2014,Fatal,1
12/05/2014,Property Damage Only,142
12/05/2014,Major Injury,5
12/06/2014,Possible/Unknown,16
12/06/2014,Fatal,1
12/06/2014,Major Injury,5
12/06/2014,Property Damage Only,108
12/06/2014,Minor Injury,6
12/07/2014,Property Damage Only,84
12/07/2014,Possible/Unknown,16
12/07/2014,Major Injury,2
12/07/2014,Minor Injury,7
12/08/2014,Property Damage Only,130
12/08/2014,Minor Injury,8
12/08/2014,Major Injury,1
12/08/2014,Possible/Unknown,25
12/09/2014,Property Damage Only,95
12/09/2014,Major Injury,1
12/09/2014,Possible/Unknown,21
12/09/2014,Minor Injury,3
12/10/2014,Property Damage Only,106
12/10/2014,Possible/Unknown,9
12/10/2014,Minor Injury,9
12/10/2014,Major Injury,1
12/11/2014,Possible/Unknown,15
12/11/2014,Property Damage Only,99
12/11/2014,Major Injury,2
12/11/2014,Minor Injury,7
12/12/2014,Possible/Unknown,38
12/12/2014,Minor Injury,15
12/12/2014,Property Damage Only,137
12/12/2014,Major Injury,3
12/13/2014,Minor Injury,22
12/13/2014,Major Injury,2
12/13/2014,Property Damage Only,107
12/13/2014,Possible/Unknown,25
12/14/2014,Property Damage Only,83
12/14/2014,Major Injury,4
12/14/2014,Possible/Unknown,22
12/14/2014,Minor Injury,5
12/15/2014,Property Damage Only,137
12/15/2014,Major Injury,4
12/15/2014,Minor Injury,9
12/15/2014,Possible/Unknown,26
12/15/2014,Fatal,1
12/16/2014,Possible/Unknown,10
12/16/2014,Minor Injury,9
12/16/2014,Property Damage Only,108
12/16/2014,Major Injury,3
12/17/2014,Property Damage Only,82
12/17/2014,Possible/Unknown,24
12/17/2014,Fatal,1
12/17/2014,Minor Injury,8
12/17/2014,Major Injury,1
12/18/2014,Major Injury,4
12/18/2014,Property Damage Only,139
12/18/2014,Fatal,1
12/18/2014,Possible/Unknown,25
